Symbol,Name,Industry,IndustryCode
PRPH,Prophase Labs Inc,식품 및 담배,541020
MNOV,MediciNova Inc,생명과학 및 메디컬 리서치,562020
HOFV,Hall of Fame Resort & Entertainment Co,호텔 및 엔터테인먼트,533010
DYAI,Dyadic International Inc,생명과학 및 메디컬 리서치,562020
INFI,Infinity Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
LAX,8i Acquisition 2 Corp,기타 금융업,556010
JFIN,Jiayin Group Inc ADR,소프트웨어 및 IT서비스,572010
GSIT,GSI Technology Inc,반도체 및 반도체 장비,571010
FTRP,Field Trip Health Ltd,생명과학 및 메디컬 리서치,562020
CSBR,Champions Oncology Inc,생명과학 및 메디컬 리서치,562020
CNCE,Concert Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
REVEU,Alpine Acquisition Units,기타 금융업,556010
APTO,Aptose Biosciences Inc,생명과학 및 메디컬 리서치,562020
PBIP,Prudential Bancorp Inc,은행,551010
VYGR,Voyager Therapeutics Inc,생명과학 및 메디컬 리서치,562020
RMRM,RMR Mortgage Trust,다양한 금융서비스,555010
CFBK,CF Bankshares Inc,은행,551010
VEV,Vicinity Motor Corp,"건설장비 및 대형차, 기차, 배",521020
MBTCU,Nocturne Acquisition Units,기타 금융업,556010
BEEM,Beam Global,재생에너지,502010
PCX,Parsec Capital Acquisitions Corp Class A,기타 금융업,556010
NBEV,Newage Inc,음료,541010
AVCT,American Virtual Cloud Technologies Inc,소프트웨어 및 IT서비스,572010
CTRM,Castor Maritime Inc,화물 및 물류 서비스,524050
OTECU,OceanTech Acquisitions I Units,기타 금융업,556010
TZOO,Travelzoo,호텔 및 엔터테인먼트,533010
AEHAU,Aesther Healthcare Acquisition Units,기타 금융업,556010
SLNH,Soluna Holdings Inc,소프트웨어 및 IT서비스,572010
OTIC,Otonomy Inc,생명과학 및 메디컬 리서치,562020
ARPO,Aerpio Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
JMACU,Maxpro Capital Acquisition Units,기타 금융업,556010
AGFS,AgroFresh Solutions Inc,화학,511010
ENCPU,Energem Units,기타 금융업,556010
GOODO,Gladstone Commercial Corp PRF,주택 및 상업용 리츠,601020
AAOI,Applied Optoelectronics Inc,전자 장비 및 부품,571040
TETEU,Technology And Telecommunication Acquisition Unit,기타 금융업,556010
BPOPM,Popular Capital Trust II PRF,다양한 금융서비스,555010
ONCY,Oncolytics Biotech Inc,생명과학 및 메디컬 리서치,562020
GMFIU,Aetherium Acquisition Units,기타 금융업,556010
FVAM,5:01 Acquisition Corp Class A,기타 금융업,556010
NYMTO,New York Mortgage Trust Inc PRF,주택 및 상업용 리츠,601020
BRACU,Broad Capital Acquisition Corp Unit,기타 금융업,556010
INKT,Mink Therapeutics Inc,생명과학 및 메디컬 리서치,562020
BMAQU,Blockchain Moon Acquisition Units,기타 금융업,556010
IGTAU,Inception Growth Acquisition Units,기타 금융업,556010
AOGOU,Arogo Capital Acquisition Units,기타 금융업,556010
SOPA,Society Pass Inc,소프트웨어 및 IT서비스,572010
CNOBP,ConnectOne Bancorp Inc ADR,은행,551010
UBCP,United Bancorp Inc,은행,551010
BDSX,Biodesix Inc,헬스케어 업체 및 서비스,561020
PHAS,PhaseBio Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
MBII,Marrone Bio Innovations Inc,화학,511010
LXEH,Lixiang Education Holding Co Ltd ADR,학교,631020
GLEEU,Gladstone Acquisition Units,기타 금융업,556010
WINVU,WinVest Acquisition Units,기타 금융업,556010
SSBI,Summit State Bank,은행,551010
UBOH,United Bancshares Inc,은행,551010
CIZN,Citizens Holding Co,은행,551010
OCCI,OFS Credit Company Inc,다양한 금융서비스,555010
MCAC,Mountain Crest Acquisition Corp,기타 금융업,556010
MCHX,Marchex Inc Class B,미디어 및 출판,533020
VLYPO,Valley National Bancorp PRF,은행,551010
LVACU,LAVA Medtech Acquisition Units,기타 금융업,556010
TMPMU,Turmeric Acquisition Units,기타 금융업,556010
MOVE,Movano Inc,헬스케어 장비 및 용품,561010
IGTA,Inception Growth Acquisition Ltd,기타 금융업,556010
ENLV,Enlivex Therapeutics Ltd,생명과학 및 메디컬 리서치,562020
LBPS,4D Pharma PLC ADR,생명과학 및 메디컬 리서치,562020
CCTSU,Cactus Acquisition 1 Units,기타 금융업,556010
SREV,ServiceSource International Inc,소프트웨어 및 IT서비스,572010
RVLP,RVL Pharmaceuticals PLC,제약,562010
PFX,PhenixFIN Corp,다양한 금융서비스,555010
AVHIU,Achari Ventures Holdings I Units,기타 금융업,556010
ROCLU,Roth CH Acquisition V Units,기타 금융업,556010
BIVI,BioVie Inc Class A,생명과학 및 메디컬 리서치,562020
GEOS,Geospace Technologies Corp,오일 및 가스 장비 및 서비스,501030
FRLAU,Fortune Rise Acquisition Units,기타 금융업,556010
NCTY,The9 Ltd ADR,소프트웨어 및 IT서비스,572010
EBACU,European Biotech Acquisition Units,기타 금융업,556010
VIRX,Viracta Therapeutics Inc,생명과학 및 메디컬 리서치,562020
NMRD,Nemaura Medical Inc,헬스케어 장비 및 용품,561010
AVTX,Avalo Therapeutics Inc,생명과학 및 메디컬 리서치,562020
VMACU,Vistas Media Acq Units,기타 금융업,556010
JWEL,Jowell Global Ltd,다양한 소매업,534020
IMV,IMV Inc,생명과학 및 메디컬 리서치,562020
CLAY,Chavant Capital Acquisition Corp,기타 금융업,556010
OESX,Orion Energy Systems Inc,주택건설,532030
PBYI,Puma Biotechnology Inc,생명과학 및 메디컬 리서치,562020
ZYNE,Zynerba Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
SRGA,Surgalign Holdings Inc,헬스케어 장비 및 용품,561010
PCTI,PCTEL Inc,커뮤니케이션 및 네트워킹,571020
VERY,Vericity Inc,보험,553010
AUGX,Augmedix Inc,전문 및 상업 서비스,522030
CNTG,Centogene NV,생명과학 및 메디컬 리서치,562020
AIRG,Airgain Inc,커뮤니케이션 및 네트워킹,571020
PAYS,Paysign Inc,전문 및 상업 서비스,522030
FONR,Fonar Corp,헬스케어 장비 및 용품,561010
ARDX,Ardelyx Inc,생명과학 및 메디컬 리서치,562020
ALOT,AstroNova Inc,"컴퓨터, 전화 및 가전제품",571060
CBAT,CBAK Energy Technology Inc,"건설장비 및 대형차, 기차, 배",521020
CCEL,Cryo-Cell International Inc,헬스케어 업체 및 서비스,561020
TYME,Tyme Technologies Inc,생명과학 및 메디컬 리서치,562020
LEGAU,Lead Edge Growth Opportunities Units,기타 금융업,556010
ONCT,Oncternal Therapeutics Inc,생명과학 및 메디컬 리서치,562020
AYLA,Ayala Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
IMNM,Immunome Inc,생명과학 및 메디컬 리서치,562020
STIM,Neuronetics Inc,헬스케어 장비 및 용품,561010
MAGS,Magal Security Systems Ltd,전문 및 상업 서비스,522030
BHSE,Bull Horn Holdings Corp.,기타 금융업,556010
ANIX,Anixa Biosciences Inc,생명과학 및 메디컬 리서치,562020
BSFC,Blue Star Foods Corp,식품 및 담배,541020
LMAOU,LMF Acquisition Opportunities Units,기타 금융업,556010
CULL,Cullman Bancorp  Inc.,은행,551010
FLGC,Flora Growth Corp,헬스케어 업체 및 서비스,561020
CFRX,ContraFect Corp,생명과학 및 메디컬 리서치,562020
BNIX,Bannix Acquisition Corp,기타 금융업,556010
UGRO,Urban-Gro Inc,식품 및 담배,541020
KZIA,Kazia Therapeutics Ltd ADR,생명과학 및 메디컬 리서치,562020
KLDO,Kaleido Biosciences Inc,생명과학 및 메디컬 리서치,562020
ASRT,Assertio Holdings Inc,제약,562010
GDNR,Gardiner Healthcare Acquisitions Corp,기타 금융업,556010
SANW,S&W Seed Co,식품 및 담배,541020
NCSM,NCS Multistage Holdings Inc,오일 및 가스 장비 및 서비스,501030
PYPD,PolyPid Ltd,제약,562010
EYEN,Eyenovia Inc,제약,562010
NH,NantHealth Inc,헬스케어 장비 및 용품,561010
RCAT,Red Cat Holdings Inc,우주항공 및 국방,521010
VIASP,Via Renewables Inc PRF,전기 유틸리티,591010
CIH,China Index Holdings Ltd ADR,전문 및 상업 서비스,522030
FRSX,Foresight Autonomous Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
CXDO,Crexendo Inc,소프트웨어 및 IT서비스,572010
BYFC,Broadway Financial Corp,은행,551010
CASI,CASI Pharmaceuticals Inc,제약,562010
BNOX,Bionomics Ltd ADR,생명과학 및 메디컬 리서치,562020
BTTX,Better Therapeutics Inc,생명과학 및 메디컬 리서치,562020
LFMD,LifeMD Inc,다양한 소매업,534020
ADMP,Adamis Pharmaceuticals Corp,제약,562010
AIH,Aesthetic Medical International Holdings Group Ltd ADR,헬스케어 업체 및 서비스,561020
FVE,Five Star Senior Living Inc,헬스케어 업체 및 서비스,561020
BHSEU,Bull Horn Holdings Units,기타 금융업,556010
FBIOP,Fortress Biotech Inc PRF,제약,562010
ATNF,180 Life Sciences Corp,생명과학 및 메디컬 리서치,562020
PCXCU,Parsec Capital Acquisitions Units,기타 금융업,556010
OXLCP,Oxford Lane Capital Corp PRF,다양한 금융서비스,555010
BLRX,BioLine RX Ltd ADR,생명과학 및 메디컬 리서치,562020
MDNA,Medicenna Therapeutics Corp,생명과학 및 메디컬 리서치,562020
GNPX,Genprex Inc,생명과학 및 메디컬 리서치,562020
PDEX,Pro-Dex Inc,헬스케어 장비 및 용품,561010
ETON,Eton Pharmaceuticals Inc,제약,562010
RESN,Resonant Inc,소프트웨어 및 IT서비스,572010
ICCM,Icecure Medical Ltd,헬스케어 장비 및 용품,561010
LACQ,Leisure Acquisition Corp,기타 금융업,556010
QLI,Qilian International Holding Group Ltd,제약,562010
TACT,TransAct Technologies Inc,"컴퓨터, 전화 및 가전제품",571060
RDI,Reading International Inc Class A,호텔 및 엔터테인먼트,533010
ONCR,Oncorus Inc,생명과학 및 메디컬 리서치,562020
WFCF,Where Food Comes From Inc,소프트웨어 및 IT서비스,572010
OBCI,Ocean Bio-Chem Inc,"개인, 가정 용품 및 서비스",542010
GECC,Great Elm Capital Corp,다양한 금융서비스,555010
MGYR,Magyar Bancorp Inc,은행,551010
VBFC,Village Bank and Trust Financial Corp,은행,551010
ULBI,Ultralife Corp,"건설장비 및 대형차, 기차, 배",521020
TRVN,Trevena Inc,생명과학 및 메디컬 리서치,562020
EVAX,Evaxion Biotech A/S ADR,생명과학 및 메디컬 리서치,562020
SND,Smart Sand Inc,건축 자재,512020
TSCBP,TriState Capital Holdings Inc ADR,은행,551010
DTEA,DAVIDsTEA Inc,식품 및 약품소매,543010
LSBK,Lake Shore Bancorp Inc,은행,551010
LITM,Snow Lake Resources Ltd,메탈&마이닝,512010
SIOX,Sio Gene Therapies Inc,생명과학 및 메디컬 리서치,562020
MCACU,Mountain Crest Acquisition Corp Unit,기타 금융업,556010
NHTC,Natural Health Trends Corp,전문품 상점,534030
VBLT,Vascular Biogenics Ltd,생명과학 및 메디컬 리서치,562020
VERB,Verb Technology Company Inc,소프트웨어 및 IT서비스,572010
VERO,Venus Concept Inc,헬스케어 장비 및 용품,561010
NEON,Neonode Inc,전자 장비 및 부품,571040
CPHC,Canterbury Park Holding Corp,호텔 및 엔터테인먼트,533010
IROQ,IF Bancorp Inc,은행,551010
STRN,Stran & Company Inc,미디어 및 출판,533020
FEIM,Frequency Electronics Inc,"건설장비 및 대형차, 기차, 배",521020
DERM,Journey Medical Corp,제약,562010
MARK,Remark Holdings Inc,소프트웨어 및 IT서비스,572010
APLT,Applied Therapeutics Inc,생명과학 및 메디컬 리서치,562020
LIVK,LIV Capital Acquisition Corp Class A,기타 금융업,556010
MCAD,Mountain Crest Acquisition Corp II,기타 금융업,556010
ETTX,Entasis Therapeutics Holdings Inc,생명과학 및 메디컬 리서치,562020
BAFN,Bayfirst Financial Corp,은행,551010
CRVS,Corvus Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
HNNA,Hennessy Advisors Inc,투자은행 및 서비스,551020
OMEX,Odyssey Marine Exploration Inc,전문 및 상업 서비스,522030
VLCN,Volcon Inc,자동차 및 자동차 부품,531010
NAII,Natural Alternatives International Inc,제약,562010
ASMB,Assembly Biosciences Inc,제약,562010
MAYS,J W Mays Inc,부동산 운영 관리,601010
FFBW,Ffbw Inc,은행,551010
GTBP,GT Biopharma Inc,제약,562010
ESBK,Elmira Savings Bank,은행,551010
CABA,Cabaletta Bio Inc,생명과학 및 메디컬 리서치,562020
EMCF,Emclaire Financial Corp,은행,551010
CLAYU,Chavant Capital Acquisition Units,기타 금융업,556010
GMTX,Gemini Therapeutics Inc Class A,생명과학 및 메디컬 리서치,562020
LWAY,Lifeway Foods Inc,식품 및 담배,541020
SLS,Sellas Life Sciences Group Inc,생명과학 및 메디컬 리서치,562020
CAAS,China Automotive Systems Inc,자동차 및 자동차 부품,531010
HHGCU,HHG Capital Units,기타 금융업,556010
OSS,One Stop Systems Inc,"컴퓨터, 전화 및 가전제품",571060
FSTX,F-Star Therapeutics Inc,생명과학 및 메디컬 리서치,562020
SENEB,Seneca Foods Corp Class B,식품 및 담배,541020
JRSH,Jerash Holdings (US) Inc,섬유 및 의류,532020
IRIX,IRIDEX Corp,헬스케어 장비 및 용품,561010
HTIBP,Healthcare Trust Inc PRF,주택 및 상업용 리츠,601020
MTBC,CareCloud Inc,헬스케어 장비 및 용품,561010
LFVN,LifeVantage Corp,제약,562010
GROW,US Global Investors Inc Class A,투자은행 및 서비스,551020
AVRO,AVROBIO Inc,생명과학 및 메디컬 리서치,562020
KOSS,Koss Corp,"컴퓨터, 전화 및 가전제품",571060
GASS,StealthGas Inc,화물 및 물류 서비스,524050
MULN,Mullen Automotive Inc,"건설장비 및 대형차, 기차, 배",521020
MIRO,Miromatrix Medical Inc,생명과학 및 메디컬 리서치,562020
HTOO,Fusion Fuel Green PLC Class A,재생에너지,502010
WATT,Energous Corp,"건설장비 및 대형차, 기차, 배",521020
LMB,Limbach Holdings Inc,건설 및 엔지니어링,522010
LPCN,Lipocine Inc,생명과학 및 메디컬 리서치,562020
DUETU,DUET Acquisition Units,기타 금융업,556010
AIBBU,AIB Acquisition Units,기타 금융업,556010
PBHC,Pathfinder Bancorp Inc (MARYLAND),은행,551010
DGICB,Donegal Group Inc Class B,보험,553010
ABVC,ABVC Biopharma Inc,생명과학 및 메디컬 리서치,562020
JAKK,JAKKS Pacific Inc,레저 상품,532050
SALM,Salem Media Group Inc Class A,미디어 및 출판,533020
CYN,CYNGN Inc,소프트웨어 및 IT서비스,572010
PESI,Perma-Fix Environmental Services Inc,전문 및 상업 서비스,522030
LSPRU,Larkspur Health Acquisition Units,기타 금융업,556010
TUSK,Mammoth Energy Services Inc,오일 및 가스 장비 및 서비스,501030
NOVVU,Nova Vision Acquisition Units,기타 금융업,556010
LAXXU,8i Acquisition 2 Units,기타 금융업,556010
CGTX,Cognition Therapeutics Inc,생명과학 및 메디컬 리서치,562020
DGHI,Digihost Technology Inc,핀테크,573010
ASPAU,Abri Spac I Units,기타 금융업,556010
HALL,Hallmark Financial Services Inc,보험,553010
IDN,Intellicheck Inc,소프트웨어 및 IT서비스,572010
MCAG,Mountain Crest Acquisition Corp V,기타 금융업,556010
HEPA,Hepion Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
WTRH,Waitr Holdings Inc,소프트웨어 및 IT서비스,572010
UG,United-Guardian Inc,제약,562010
MDWT,Midwest Holding Inc,보험,553010
MAAQ,Mana Capital Acquisition Corp,기타 금융업,556010
MICT,MICT Inc,우주항공 및 국방,521010
REPH,Recro Pharma Inc,제약,562010
NYMTP,New York Mortgage Trust Inc PRF,주택 및 상업용 리츠,601020
ALJJ,ALJ Regional Holdings Inc,전문 및 상업 서비스,522030
TLIS,Talis Biomedical Corp,생명과학 및 메디컬 리서치,562020
KACLU,Kairous Acquisition Units,기타 금융업,556010
CODA,Coda Octopus Group Inc,전자 장비 및 부품,571040
FLACU,Frazier Lifesciences Acquisition Units,기타 금융업,556010
GSMG,Glory Star New Media Group Holdings Ltd,미디어 및 출판,533020
ARIZ,Arisz Acquisition Corp,기타 금융업,556010
GDNRU,Gardiner Healthcare Acquisitions Units,기타 금융업,556010
BRFH,Barfresh Food Group Inc,음료,541010
GBRG,Goldenbridge Acquisition Ltd,기타 금융업,556010
TECTP,Tectonic Financial Inc PRF,은행,551010
BCEL,Atreca Inc Class A,생명과학 및 메디컬 리서치,562020
MCLD,mCloud Technologies Corp,소프트웨어 및 IT서비스,572010
NYMTZ,New York Mortgage Trust Inc PRF,주택 및 상업용 리츠,601020
PAFO,Pacifico Acquisition Corp,기타 금융업,556010
WTMAU,Welsbach Technology Metals Acquisition Units,기타 금융업,556010
NOVV,Nova Vision Acquisition Corp,기타 금융업,556010
TURN,180 Degree Capital Corp,투자은행 및 서비스,551020
ICMB,Investcorp Credit Management BDC Inc,다양한 금융서비스,555010
GPCO,Golden Path Acquisition Corp,기타 금융업,556010
VBOCU,Viscogliosi Brothers Acquisition Units,기타 금융업,556010
STCN,Steel Connect Inc,소프트웨어 및 IT서비스,572010
SGLY,Singularity Future Technology Ltd,화물 및 물류 서비스,524050
BCAC,Brookline Capital Acquisition Corp.,기타 금융업,556010
AKTX,Akari Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
HHGC,HHG Capital Corp,기타 금융업,556010
MCAF,Mountain Crest Acquisition Corp IV,기타 금융업,556010
ACHV,Achieve Life Sciences Inc,생명과학 및 메디컬 리서치,562020
HYRE,HyreCar Inc,운송업,524060
CTHR,Charles & Colvard Ltd,섬유 및 의류,532020
DILA,DILA Capital Acquisition Corp Class A,기타 금융업,556010
ESSC,East Stone Acquisition Corp,기타 금융업,556010
HNRG,Hallador Energy Co,석유,501010
LBPH,Longboard Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
MITC,Meatech 3D Ltd ADR,식품 및 담배,541020
XELA,Exela Technologies Inc,소프트웨어 및 IT서비스,572010
LMPX,Lmp Automotive Holdings Inc,소프트웨어 및 IT서비스,572010
RELI,Reliance Global Group Inc,주택 및 상업용 리츠,601020
ASPA,Abri SPAC I Inc,기타 금융업,556010
GNLN,Greenlane Holdings Inc Class A,식품 및 약품소매,543010
BFRA,Biofrontera AG ADR,제약,562010
USIO,Usio Inc,전문 및 상업 서비스,522030
BOTJ,Bank of the James,은행,551010
BSGA,Blue Safari Group Acquisition Corp Class A,기타 금융업,556010
CLST,Catalyst Bancorp Inc,은행,551010
MTEX,Mannatech Inc,식품 및 담배,541020
REVBU,Revelation Biosciences Units,생명과학 및 메디컬 리서치,562020
DXYN,Dixie Group Inc Class A,가정용품,532040
INTZ,Intrusion Inc,소프트웨어 및 IT서비스,572010
ORPH,Orphazyme A/S ADR,생명과학 및 메디컬 리서치,562020
MSGM,Motorsport Games Inc Class A,소프트웨어 및 IT서비스,572010
AERC,AeroClean Technologies Inc,전문 및 상업 서비스,522030
BWBBP,Bridgewater Bancshares Inc ADR,은행,551010
HCWB,HCW Biologics Inc,생명과학 및 메디컬 리서치,562020
FOXW,FoxWayne Enterprises Acquisition Corp Class A,기타 금융업,556010
USAP,Universal Stainless & Alloy Products Inc,메탈&마이닝,512010
NXTP,Nextplay Technologies Inc,소프트웨어 및 IT서비스,572010
AIRT,Air T Inc,화물 및 물류 서비스,524050
DLPN,Dolphin Entertainment Inc,미디어 및 출판,533020
PPIH,Perma-Pipe International Holdings Inc,오일 및 가스 장비 및 서비스,501030
EQOS,Eqonex Ltd,핀테크,573010
CLXT,Calyxt Inc,전문품 상점,534030
ACRX,AcelRx Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
GBNH,Greenbrook TMS Inc,헬스케어 업체 및 서비스,561020
ATLCP,Atlanticus Holdings Corp PRF,은행,551010
PPHP,PHP Ventures Acquisition Corp Class A,기타 금융업,556010
AHI,Advanced Human Imaging Ltd ADR,소프트웨어 및 IT서비스,572010
IGNY,Ignyte Acquisition Corp,기타 금융업,556010
BCOW,1895 Bancorp of Wisconsin Inc,은행,551010
QUBT,Quantum Computing Inc,소프트웨어 및 IT서비스,572010
CRWS,Crown Crafts Inc,레저 상품,532050
RFIL,RF Industries Ltd,"건설장비 및 대형차, 기차, 배",521020
LAAA,Lakeshore Acquisition I Corp,기타 금융업,556010
AESE,Allied Esports Entertainment Inc,소프트웨어 및 IT서비스,572010
EFSCP,Enterprise Financial Services Corp ADR,은행,551010
MCAE,Mountain Crest Acquisition Corp III,기타 금융업,556010
DMAC,DiaMedica Therapeutics Inc,생명과학 및 메디컬 리서치,562020
QTT,Qutoutiao Inc ADR,소프트웨어 및 IT서비스,572010
UBX,UNITY Biotechnology Inc,생명과학 및 메디컬 리서치,562020
GRTX,Galera Therapeutics Inc,생명과학 및 메디컬 리서치,562020
CAPR,Capricor Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ENTX,Entera Bio Ltd,생명과학 및 메디컬 리서치,562020
GRVI,Grove Inc,제약,562010
MCADU,Mountain Crest Acquisition II Units,기타 금융업,556010
ICCC,ImmuCell Corp,생명과학 및 메디컬 리서치,562020
VTVT,vTv Therapeutics Inc Class A,생명과학 및 메디컬 리서치,562020
HSON,Hudson Global Inc,전문 및 상업 서비스,522030
NEXI,Neximmune Inc,생명과학 및 메디컬 리서치,562020
LINK,Interlink Electronics Inc,반도체 및 반도체 장비,571010
OXLCM,Oxford Lane Capital Corp PRF,다양한 금융서비스,555010
HTBX,Heat Biologics Inc,생명과학 및 메디컬 리서치,562020
LIZI,Lizhi Inc ADR,소프트웨어 및 IT서비스,572010
HFBL,Home Federal Bancorp Inc of Louisiana,은행,551010
LTRN,Lantern Pharma Inc.,생명과학 및 메디컬 리서치,562020
EVFM,Evofem Biosciences Inc,제약,562010
RZLT,Rezolute Inc,생명과학 및 메디컬 리서치,562020
BOXL,Boxlight Corp Class A,전자 장비 및 부품,571040
HUIZ,Huize Holding Ltd ADR,보험,553010
CFSB,CFSB Bancorp Inc,은행,551010
NSTS,NSTS Bancorp Inc,은행,551010
VTSI,VirTra Inc,우주항공 및 국방,521010
LRFC,Logan Ridge Finance Corp,투자은행 및 서비스,551020
FUSB,First US Bancshares Inc,은행,551010
RWLK,Rewalk Robotics Ltd,헬스케어 장비 및 용품,561010
TCBC,TC Bancshares Inc,은행,551010
AGTC,Applied Genetic Technologies Corp,생명과학 및 메디컬 리서치,562020
SLGG,Super League Gaming  Inc.,소프트웨어 및 IT서비스,572010
IZEA,IZEA Worldwide Inc,소프트웨어 및 IT서비스,572010
ASRV,Ameriserv Financial Inc,은행,551010
LNSR,LENSAR Inc,헬스케어 장비 및 용품,561010
VGFC,Very Good Food Company Inc,식품 및 담배,541020
MDWD,Mediwound Ltd,제약,562010
KTCC,Key Tronic Corp,"컴퓨터, 전화 및 가전제품",571060
NEPT,Neptune Wellness Solutions Inc,제약,562010
AZYO,Aziyo Biologics Inc Class A,헬스케어 장비 및 용품,561010
ANGN,Angion Biomedica Corp,생명과학 및 메디컬 리서치,562020
SPK,SPK Acquisition Corp,기타 금융업,556010
TMDI,Titan Medical Inc,헬스케어 장비 및 용품,561010
ORGS,Orgenesis Inc,생명과학 및 메디컬 리서치,562020
DCOMP,Dime Community Bancshares Inc PRF,은행,551010
ZIONP,Zions Bancorporation NA ADR,은행,551010
MMMB,MamaMancini's Holdings Inc,식품 및 담배,541020
EDUC,Educational Development Corp,미디어 및 출판,533020
SPI,SPI Energy Co Ltd,재생에너지,502010
TTOO,T2 Biosystems Inc,헬스케어 장비 및 용품,561010
OTRK,Ontrak Inc,헬스케어 업체 및 서비스,561020
LPTH,LightPath Technologies Inc Class A,사무기기,571050
SIEB,Siebert Financial Corp,투자은행 및 서비스,551020
TLMD,Soc Telemed Inc Class A,헬스케어 업체 및 서비스,561020
AFIB,Acutus Medical Inc,헬스케어 장비 및 용품,561010
STRM,Streamline Health Solutions Inc,헬스케어 업체 및 서비스,561020
AEYE,AudioEye Inc,소프트웨어 및 IT서비스,572010
ZEST,Ecoark Holdings Inc,오일 및 가스,501020
VENAU,Venus Acquisition Units,기타 금융업,556010
FSEA,First Seacoast Bancorp,은행,551010
ALLR,Allarity Therapeutics Inc,생명과학 및 메디컬 리서치,562020
GIFI,Gulf Island Fabrication Inc,오일 및 가스 장비 및 서비스,501030
CXDC,China XD Plastics Company Ltd,자동차 및 자동차 부품,531010
MNDO,Mind CTI Ltd,소프트웨어 및 IT서비스,572010
GOODN,Gladstone Commercial Corp PRF,주택 및 상업용 리츠,601020
AVCO,Avalon Globocare Corp,생명과학 및 메디컬 리서치,562020
MAAQU,Mana Capital Acquisition Units,기타 금융업,556010
PCTTU,PureCycle Technologies Unit,전문 및 상업 서비스,522030
RCMT,R C M Technologies Inc,건설 및 엔지니어링,522010
BSGM,Biosig Technologies Inc,헬스케어 장비 및 용품,561010
HGBL,Heritage Global Inc,커뮤니케이션 및 네트워킹,571020
ASLN,Aslan Pharmaceuticals Ltd ADR,생명과학 및 메디컬 리서치,562020
ARIZU,Arisz Acquisition Units,기타 금융업,556010
LOAN,Manhattan Bridge Capital Inc,주택 및 상업용 리츠,601020
ATXS,Astria Therapeutics Inc,생명과학 및 메디컬 리서치,562020
SUNW,Sunworks Inc,재생에너지,502010
BRLI,Brilliant Acquisition Corp,기타 금융업,556010
AXLA,Axcella Health Inc,생명과학 및 메디컬 리서치,562020
CSCW,Color Star Technology Co Ltd,교육서비스,631010
PCSA,Processa Pharmaceuticals Inc,제약,562010
AWRE,Aware Inc,소프트웨어 및 IT서비스,572010
MCAGU,Mountain Crest Acquisition V Units,기타 금융업,556010
DSWL,Deswell Industries Inc,화학,511010
OBAS,Optibase Ltd,부동산 운영 관리,601010
BPTS,Biophytis SA ADR,생명과학 및 메디컬 리서치,562020
AQMS,Aqua Metals Inc,메탈&마이닝,512010
ACBAU,Ace Global Business Acquisition Units,기타 금융업,556010
SEAC,SeaChange International Inc,소프트웨어 및 IT서비스,572010
LVO,LiveOne Inc,미디어 및 출판,533020
IGAP,Integrity Applications Inc,헬스케어 장비 및 용품,561010
CMMB,Chemomab Therapeutics Ltd ADR,생명과학 및 메디컬 리서치,562020
IONM,Assure Holdings Corp,헬스케어 업체 및 서비스,561020
ACBA,Ace Global Business Acquisition Ltd,기타 금융업,556010
ITRM,Iterum Therapeutics PLC,생명과학 및 메디컬 리서치,562020
CYAD,Celyad Oncology SA ADR,생명과학 및 메디컬 리서치,562020
PAFOU,Pacifico Acquisition Units,기타 금융업,556010
KFFB,Kentucky First Federal Bancorp,은행,551010
VENA,Venus Acquisition Corp,기타 금융업,556010
PLIN,China Xiangtai Food Co Ltd,식품 및 담배,541020
MACK,Merrimack Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
UK,Ucommune International Ltd Class A,부동산 운영 관리,601010
OCFCP,OceanFirst Financial Corp ADR,은행,551010
BSGAU,Blue Safari Group Acquisition Units,기타 금융업,556010
SPRB,Spruce Biosciences Inc,생명과학 및 메디컬 리서치,562020
INAB,IN8BIO  Inc.,생명과학 및 메디컬 리서치,562020
PT,Pintec Technology Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
OXLCO,Oxford Lane Capital Corp PRF,다양한 금융서비스,555010
METX,Meten Holding Group Ltd,교육서비스,631010
MPACU,Model Performance Acquisition Units,기타 금융업,556010
SLNG,Stabilis Solutions Inc,오일 및 가스 장비 및 서비스,501030
SNT,Senstar Technologies Ltd,전문 및 상업 서비스,522030
FOXWU,FoxWayne Enterprises Acquisition Units,기타 금융업,556010
ARKR,Ark Restaurants Corp,호텔 및 엔터테인먼트,533010
PNBK,Patriot National Bancorp Inc,은행,551010
QRTEB,Qurate Retail Inc Series B,다양한 소매업,534020
SELF,Global Self Storage Inc,주택 및 상업용 리츠,601020
TARA,Protara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
